nome,idade,salario,departamento,faixa_etaria
Maria,53,2501,TI,Sênior
Pedro,28,4969,TI,Jovem
Maria,49,9749,RH,Sênior
Carlos,41,4153,TI,Sênior
Pedro,38,8424,TI,Adulto
João,25,8953,TI,Jovem
Carlos,59,9589,TI,Sênior
João,21,7795,RH,Jovem
Ana,22,2782,Financeiro,Jovem
João,44,9859,Financeiro,Sênior
Pedro,55,4544,TI,Sênior
Maria,31,7190,Financeiro,Adulto
Carlos,51,9866,RH,Sênior
Maria,54,6316,TI,Sênior
João,32,4005,RH,Adulto
Ana,27,7973,TI,Jovem
Pedro,41,7964,TI,Sênior
Carlos,29,2581,RH,Jovem
Maria,39,8624,TI,Adulto
Pedro,33,9534,TI,Adulto
Carlos,25,5913,TI,Jovem
João,29,7128,RH,Jovem
João,32,5395,Financeiro,Adulto
Carlos,36,6919,RH,Adulto
João,25,5603,TI,Jovem
João,53,3311,TI,Sênior
João,20,7088,TI,Jovem
Maria,28,8916,RH,Jovem
Maria,20,2989,RH,Jovem
João,28,2524,Financeiro,Jovem
João,27,5505,Financeiro,Jovem
João,21,7860,TI,Jovem
João,32,9758,TI,Adulto
Carlos,30,7606,TI,Adulto
Maria,60,8642,RH,Sênior
Ana,25,8659,Financeiro,Jovem
Carlos,39,3147,TI,Adulto
Carlos,45,6264,TI,Sênior
Ana,53,4485,TI,Sênior
Carlos,22,7808,RH,Jovem
Pedro,27,7727,TI,Jovem
Pedro,32,8980,Financeiro,Adulto
Pedro,50,3736,TI,Sênior
Maria,49,6522,RH,Sênior
Carlos,23,8463,RH,Jovem
João,44,5583,RH,Sênior
Pedro,59,3379,TI,Sênior
Carlos,59,9155,RH,Sênior
Carlos,30,8166,RH,Adulto
Carlos,23,5708,TI,Jovem
Maria,49,5814,TI,Sênior
Ana,49,8261,RH,Sênior
Maria,25,4938,Financeiro,Jovem
Ana,59,7300,RH,Sênior
João,46,2646,RH,Sênior
Pedro,29,4569,TI,Jovem
Carlos,52,8327,RH,Sênior
João,20,3001,Financeiro,Jovem
Pedro,55,5977,RH,Sênior
Ana,57,7641,Financeiro,Sênior
João,57,8387,TI,Sênior
Ana,23,6789,RH,Jovem
Ana,31,7923,RH,Adulto
Pedro,50,5854,TI,Sênior
Ana,25,2520,RH,Jovem
Ana,43,3100,RH,Sênior
Ana,60,9164,RH,Sênior
Pedro,36,9493,RH,Adulto
Ana,23,8212,Financeiro,Jovem
Maria,24,8177,RH,Jovem
Carlos,37,3169,TI,Adulto
Maria,58,9269,RH,Sênior
João,26,4294,TI,Jovem
Maria,35,6711,TI,Adulto
Pedro,51,7912,Financeiro,Sênior
Pedro,32,3391,TI,Adulto
Carlos,59,9422,TI,Sênior
Carlos,52,3410,Financeiro,Sênior
Ana,38,9995,Financeiro,Adulto
Maria,40,5360,Financeiro,Sênior
Pedro,34,6468,RH,Adulto
Carlos,49,5604,TI,Sênior
Ana,37,7030,RH,Adulto
Ana,50,6948,RH,Sênior
Carlos,20,3687,Financeiro,Jovem
Ana,58,4887,RH,Sênior
Ana,48,8912,RH,Sênior
Maria,51,9637,Financeiro,Sênior
Maria,47,7907,RH,Sênior
Ana,33,6470,TI,Adulto
Pedro,27,7712,RH,Jovem
Pedro,31,2897,Financeiro,Adulto
João,35,7719,RH,Adulto
João,56,8468,TI,Sênior
Ana,32,8092,Financeiro,Adulto
Ana,38,8133,TI,Adulto
João,45,9822,TI,Sênior
Pedro,56,6205,RH,Sênior
Carlos,42,5529,TI,Sênior
Maria,53,4698,TI,Sênior
João,35,8927,Financeiro,Adulto
Carlos,56,3815,RH,Sênior
João,54,9146,TI,Sênior
Ana,48,7596,RH,Sênior
Carlos,44,8718,RH,Sênior
Pedro,20,5007,RH,Jovem
Carlos,36,4906,RH,Adulto
Ana,20,8307,RH,Jovem
Maria,24,3132,TI,Jovem
Maria,39,3911,RH,Adulto
João,30,6995,RH,Adulto
João,28,7577,RH,Jovem
João,22,6606,TI,Jovem
Maria,34,8321,TI,Adulto
Ana,54,9254,Financeiro,Sênior
João,58,6948,RH,Sênior
Ana,52,7402,RH,Sênior
João,30,4375,Financeiro,Adulto
Ana,31,6213,TI,Adulto
Carlos,54,6828,Financeiro,Sênior
João,48,6103,RH,Sênior
Pedro,21,5777,Financeiro,Jovem
Carlos,56,5523,TI,Sênior
Pedro,59,7934,TI,Sênior
Pedro,44,4687,Financeiro,Sênior
Carlos,26,8579,RH,Jovem
Pedro,42,6751,Financeiro,Sênior
Pedro,59,6193,RH,Sênior
Carlos,45,2585,Financeiro,Sênior
Ana,52,3354,TI,Sênior
João,59,9582,RH,Sênior
Ana,52,7065,TI,Sênior
Ana,48,8542,RH,Sênior
Carlos,46,2573,TI,Sênior
Carlos,22,5221,RH,Jovem
Pedro,31,7978,TI,Adulto
Pedro,33,4824,RH,Adulto
Maria,41,9987,TI,Sênior
Carlos,60,5087,TI,Sênior
Ana,40,5110,Financeiro,Sênior
João,47,8196,TI,Sênior
Ana,51,6586,TI,Sênior
Carlos,60,9892,RH,Sênior
João,35,3338,RH,Adulto
João,23,7755,RH,Jovem
João,30,9311,Financeiro,Adulto
Carlos,51,9565,RH,Sênior
Carlos,28,4681,RH,Jovem
Pedro,38,8562,TI,Adulto
João,43,5715,TI,Sênior
Carlos,41,2555,TI,Sênior
Pedro,44,9172,RH,Sênior
Carlos,43,8730,TI,Sênior
Carlos,32,4771,TI,Adulto
Carlos,46,6521,TI,Sênior
João,50,3175,RH,Sênior
Maria,21,4799,TI,Jovem
João,24,4313,RH,Jovem
Maria,43,5354,TI,Sênior
Carlos,60,9202,RH,Sênior
João,26,9146,RH,Jovem
Ana,21,7022,RH,Jovem
Pedro,50,3653,RH,Sênior
Maria,29,7526,Financeiro,Jovem
João,47,7674,TI,Sênior
Pedro,53,7898,TI,Sênior
Maria,36,6680,TI,Adulto
Maria,38,4873,RH,Adulto
Pedro,51,6692,TI,Sênior
Ana,35,6471,Financeiro,Adulto
Pedro,41,4721,RH,Sênior
João,35,8745,TI,Adulto
Carlos,43,3319,RH,Sênior
João,25,8706,TI,Jovem
Pedro,57,6696,RH,Sênior
Pedro,60,6324,RH,Sênior
Maria,49,9996,RH,Sênior
Maria,49,9304,TI,Sênior
Maria,42,4920,TI,Sênior
Maria,52,8246,Financeiro,Sênior
Carlos,48,4647,Financeiro,Sênior
João,35,7595,TI,Adulto
João,30,3802,TI,Adulto
Maria,23,4715,RH,Jovem
Pedro,56,3286,TI,Sênior
Carlos,45,7581,Financeiro,Sênior
João,24,2546,TI,Jovem
Ana,46,5615,TI,Sênior
Ana,58,9634,TI,Sênior
Carlos,55,9252,TI,Sênior
João,32,6352,TI,Adulto
Maria,28,7086,Financeiro,Jovem
João,25,5594,TI,Jovem
Ana,51,5776,RH,Sênior
Maria,20,6980,TI,Jovem
João,54,3148,Financeiro,Sênior
Carlos,30,3926,TI,Adulto
Ana,52,2618,TI,Sênior
Maria,50,4173,TI,Sênior
Pedro,40,4217,RH,Sênior
Maria,40,6071,TI,Sênior
João,27,5370,TI,Jovem
João,55,8522,TI,Sênior
João,35,6574,RH,Adulto
João,22,4487,RH,Jovem
Ana,23,9057,TI,Jovem
João,20,6340,Financeiro,Jovem
João,53,3259,Financeiro,Sênior
João,56,6090,TI,Sênior
Carlos,52,3162,Financeiro,Sênior
João,37,8817,Financeiro,Adulto
Maria,43,8886,Financeiro,Sênior
Carlos,54,5024,TI,Sênior
João,58,6254,Financeiro,Sênior
Pedro,40,5053,RH,Sênior
João,24,7462,Financeiro,Jovem
Carlos,32,4492,Financeiro,Adulto
Maria,40,4264,RH,Sênior
Carlos,40,8753,Financeiro,Sênior
João,34,4345,TI,Adulto
Carlos,44,4273,RH,Sênior
Carlos,31,4137,TI,Adulto
Pedro,47,3428,TI,Sênior
Pedro,27,6296,RH,Jovem
Ana,57,6810,RH,Sênior
Maria,42,7330,Financeiro,Sênior
Maria,39,2920,Financeiro,Adulto
João,58,8101,RH,Sênior
Pedro,37,9279,RH,Adulto
Pedro,46,4842,RH,Sênior
Carlos,53,5416,RH,Sênior
Carlos,30,7973,TI,Adulto
João,25,5291,Financeiro,Jovem
João,52,8565,TI,Sênior
Ana,28,9900,RH,Jovem
João,38,5960,TI,Adulto
Carlos,25,9264,RH,Jovem
Ana,56,8663,RH,Sênior
Pedro,40,7154,TI,Sênior
Maria,26,7368,RH,Jovem
João,40,5671,RH,Sênior
Carlos,33,4488,TI,Adulto
Pedro,50,9947,RH,Sênior
Ana,43,4393,Financeiro,Sênior
João,48,5171,RH,Sênior
Maria,25,2530,TI,Jovem
Carlos,43,4644,TI,Sênior
João,34,2533,RH,Adulto
Carlos,37,6141,TI,Adulto
Ana,46,8689,RH,Sênior
João,57,7864,RH,Sênior
Pedro,21,7846,TI,Jovem
João,54,9948,RH,Sênior
João,42,7699,Financeiro,Sênior
Pedro,21,8811,Financeiro,Jovem
João,22,3687,Financeiro,Jovem
Ana,58,8372,Financeiro,Sênior
Maria,30,9400,TI,Adulto
João,32,7780,TI,Adulto
Maria,28,5869,RH,Jovem
Carlos,21,9070,TI,Jovem
Carlos,48,3419,Financeiro,Sênior
João,37,9441,RH,Adulto
Carlos,48,4534,TI,Sênior
Carlos,25,8353,RH,Jovem
Ana,41,9523,RH,Sênior
João,21,8830,Financeiro,Jovem
Maria,26,3758,TI,Jovem
Carlos,37,3912,RH,Adulto
Carlos,48,7090,Financeiro,Sênior
Maria,45,9920,RH,Sênior
Pedro,24,7064,RH,Jovem
João,45,4492,Financeiro,Sênior
Maria,34,3478,TI,Adulto
Ana,47,2621,Financeiro,Sênior
Ana,54,8552,RH,Sênior
Pedro,23,3321,RH,Jovem
Carlos,32,5671,RH,Adulto
João,24,2910,Financeiro,Jovem
Carlos,26,5710,RH,Jovem
Maria,48,9844,TI,Sênior
Carlos,26,2929,TI,Jovem
Ana,32,8688,RH,Adulto
Maria,31,7852,Financeiro,Adulto
Ana,30,7474,TI,Adulto
Maria,51,6539,Financeiro,Sênior
Carlos,55,8600,RH,Sênior
Carlos,30,2598,RH,Adulto
Carlos,52,5815,RH,Sênior
Ana,24,8620,RH,Jovem
Carlos,45,6695,RH,Sênior
Maria,22,2628,TI,Jovem
Pedro,39,5750,RH,Adulto
Carlos,20,2549,RH,Jovem
Maria,27,4996,RH,Jovem
Pedro,21,3785,TI,Jovem
João,39,3251,TI,Adulto
Maria,55,3129,Financeiro,Sênior
Pedro,24,2950,RH,Jovem
Maria,39,5383,TI,Adulto
Ana,25,3738,Financeiro,Jovem
Pedro,52,3595,TI,Sênior
Pedro,56,8714,TI,Sênior
João,47,5379,RH,Sênior
Pedro,39,8514,TI,Adulto
Pedro,43,5150,RH,Sênior
Carlos,57,9064,RH,Sênior
Carlos,32,8081,RH,Adulto
João,26,3410,RH,Jovem
Pedro,21,3046,Financeiro,Jovem
Ana,53,4925,TI,Sênior
Maria,31,3159,TI,Adulto
Ana,37,9042,TI,Adulto
Maria,24,7233,Financeiro,Jovem
Carlos,36,7533,Financeiro,Adulto
Carlos,25,3122,RH,Jovem
Ana,21,7037,RH,Jovem
Maria,38,9780,Financeiro,Adulto
Maria,55,7245,TI,Sênior
João,23,7743,TI,Jovem
Pedro,47,9685,RH,Sênior
João,55,9408,RH,Sênior
Pedro,56,2826,RH,Sênior
Carlos,45,7286,RH,Sênior
Pedro,29,6582,RH,Jovem
Maria,29,6953,RH,Jovem
João,57,9894,TI,Sênior
Pedro,56,9089,RH,Sênior
Carlos,27,3447,RH,Jovem
Ana,45,6775,TI,Sênior
Ana,53,5004,TI,Sênior
João,38,4570,Financeiro,Adulto
Ana,31,4845,RH,Adulto
João,33,4833,Financeiro,Adulto
Pedro,60,8534,Financeiro,Sênior
João,46,5250,Financeiro,Sênior
Maria,35,4259,Financeiro,Adulto
Pedro,42,8610,TI,Sênior
Carlos,21,2635,TI,Jovem
Pedro,25,2583,RH,Jovem
João,23,2715,TI,Jovem
Maria,21,7563,Financeiro,Jovem
Carlos,53,9454,RH,Sênior
Ana,51,8230,TI,Sênior
João,22,3093,TI,Jovem
João,34,8971,Financeiro,Adulto
João,50,8887,Financeiro,Sênior
Carlos,46,7967,RH,Sênior
Carlos,46,8683,TI,Sênior
Carlos,36,9959,Financeiro,Adulto
João,33,2801,Financeiro,Adulto
Pedro,48,9166,Financeiro,Sênior
Maria,33,9338,RH,Adulto
João,30,2965,RH,Adulto
João,60,3786,RH,Sênior
Pedro,47,5435,RH,Sênior
João,50,2816,RH,Sênior
Ana,34,9023,RH,Adulto
Ana,40,4337,RH,Sênior
Maria,47,2988,Financeiro,Sênior
Maria,39,8023,TI,Adulto
Ana,52,8914,RH,Sênior
Maria,21,8040,Financeiro,Jovem
Maria,41,8939,RH,Sênior
João,30,7659,RH,Adulto
Carlos,35,5036,TI,Adulto
Maria,55,9744,TI,Sênior
Carlos,50,3182,RH,Sênior
Pedro,60,3457,TI,Sênior
Carlos,47,8978,TI,Sênior
Carlos,35,5174,TI,Adulto
Maria,37,6078,Financeiro,Adulto
Ana,57,9539,TI,Sênior
João,26,4749,Financeiro,Jovem
Maria,41,9427,RH,Sênior
Maria,29,8283,Financeiro,Jovem
Maria,52,7325,TI,Sênior
Carlos,42,4831,TI,Sênior
Ana,33,8607,Financeiro,Adulto
Ana,38,7378,Financeiro,Adulto
Maria,26,5161,TI,Jovem
Carlos,46,6732,TI,Sênior
Ana,21,3212,RH,Jovem
Pedro,31,2516,Financeiro,Adulto
Pedro,43,3566,TI,Sênior
Maria,27,8164,TI,Jovem
João,33,2902,TI,Adulto
Ana,28,3323,RH,Jovem
Ana,30,3235,TI,Adulto
Pedro,40,6511,RH,Sênior
Carlos,24,4192,RH,Jovem
Carlos,53,6885,TI,Sênior
Pedro,23,7888,TI,Jovem
Pedro,23,8370,TI,Jovem
Ana,58,2995,Financeiro,Sênior
Pedro,57,8057,RH,Sênior
Pedro,35,7968,RH,Adulto
Pedro,43,9991,TI,Sênior
Maria,59,9914,RH,Sênior
Pedro,37,7776,TI,Adulto
Pedro,32,4118,Financeiro,Adulto
Pedro,47,9451,TI,Sênior
Carlos,27,5049,RH,Jovem
Maria,22,6100,TI,Jovem
Pedro,36,9389,Financeiro,Adulto
Pedro,28,5042,RH,Jovem
João,44,5645,TI,Sênior
Carlos,25,2651,Financeiro,Jovem
Pedro,52,5027,TI,Sênior
João,36,4264,RH,Adulto
Pedro,47,4851,TI,Sênior
Maria,57,5893,Financeiro,Sênior
Ana,35,3846,RH,Adulto
João,33,7442,TI,Adulto
Ana,20,4572,RH,Jovem
Maria,32,5951,Financeiro,Adulto
João,22,7125,RH,Jovem
João,33,3235,TI,Adulto
Carlos,25,7502,Financeiro,Jovem
Pedro,46,4115,RH,Sênior
Ana,50,3613,Financeiro,Sênior
Pedro,53,7479,TI,Sênior
Maria,37,3237,TI,Adulto
Ana,36,8000,Financeiro,Adulto
João,45,7052,TI,Sênior
Carlos,57,3267,Financeiro,Sênior
Pedro,54,5138,Financeiro,Sênior
Ana,32,5042,Financeiro,Adulto
João,28,8888,RH,Jovem
Pedro,46,6758,TI,Sênior
Ana,60,5407,RH,Sênior
Carlos,36,3928,Financeiro,Adulto
João,21,9231,Financeiro,Jovem
Carlos,41,3400,Financeiro,Sênior
Pedro,25,8432,RH,Jovem
João,40,9006,Financeiro,Sênior
Ana,40,7775,TI,Sênior
Ana,50,9207,RH,Sênior
Pedro,49,4073,RH,Sênior
Pedro,41,2846,TI,Sênior
Carlos,41,9273,Financeiro,Sênior
João,38,8674,TI,Adulto
Ana,36,2908,Financeiro,Adulto
Maria,46,3608,TI,Sênior
Carlos,43,6529,RH,Sênior
Maria,21,5306,TI,Jovem
Ana,47,6452,Financeiro,Sênior
Maria,39,5146,TI,Adulto
Pedro,48,8794,RH,Sênior
Carlos,49,9635,TI,Sênior
João,53,3069,RH,Sênior
Maria,33,9596,Financeiro,Adulto
Maria,42,9190,TI,Sênior
João,45,3612,TI,Sênior
João,28,4046,TI,Jovem
Maria,53,4314,TI,Sênior
João,35,2553,Financeiro,Adulto
Pedro,39,5877,RH,Adulto
Maria,32,6503,RH,Adulto
Carlos,31,5758,RH,Adulto
Maria,40,9776,TI,Sênior
Carlos,36,6501,Financeiro,Adulto
Carlos,40,8658,TI,Sênior
Carlos,55,5491,Financeiro,Sênior
Pedro,31,7228,RH,Adulto
Carlos,35,5719,TI,Adulto
Ana,44,9420,TI,Sênior
Pedro,21,10000,Financeiro,Jovem
Pedro,55,9772,RH,Sênior
Carlos,38,9746,RH,Adulto
Pedro,45,7990,TI,Sênior
Pedro,35,9414,RH,Adulto
Carlos,38,2766,RH,Adulto
Maria,28,4910,RH,Jovem
Pedro,22,4646,RH,Jovem
Carlos,41,2517,Financeiro,Sênior
Maria,46,8692,RH,Sênior
João,46,5191,Financeiro,Sênior
Carlos,21,2676,RH,Jovem
Carlos,21,9370,Financeiro,Jovem
Carlos,50,9586,Financeiro,Sênior
João,46,3316,RH,Sênior
João,42,5147,Financeiro,Sênior
Carlos,22,8731,Financeiro,Jovem
Maria,37,8980,RH,Adulto
Pedro,56,9050,TI,Sênior
Maria,33,6835,TI,Adulto
Maria,35,4238,TI,Adulto
João,39,4344,TI,Adulto
Ana,54,8370,TI,Sênior
Maria,34,2782,TI,Adulto
Ana,39,2501,RH,Adulto
João,59,7876,Financeiro,Sênior
Carlos,48,2881,Financeiro,Sênior
Pedro,31,5240,TI,Adulto
Ana,36,3226,Financeiro,Adulto
Pedro,38,2602,RH,Adulto
João,48,5822,RH,Sênior
Ana,31,8933,RH,Adulto
Carlos,42,9977,RH,Sênior
Carlos,53,2634,Financeiro,Sênior
Pedro,36,7469,RH,Adulto
Carlos,50,8413,RH,Sênior
Carlos,44,9820,Financeiro,Sênior
João,30,6898,TI,Adulto
Carlos,38,6538,RH,Adulto
João,41,3538,RH,Sênior
Ana,37,4384,RH,Adulto
Maria,43,2581,Financeiro,Sênior
Carlos,40,6012,TI,Sênior
Maria,32,2729,TI,Adulto
Ana,43,7680,RH,Sênior
Maria,56,9429,RH,Sênior
Pedro,39,6222,TI,Adulto
Pedro,22,4668,Financeiro,Jovem
Maria,52,8824,Financeiro,Sênior
Ana,49,8989,RH,Sênior
Maria,38,2720,TI,Adulto
Ana,22,9747,RH,Jovem
Pedro,44,4921,Financeiro,Sênior
Pedro,36,3534,Financeiro,Adulto
Carlos,28,4859,Financeiro,Jovem
Ana,31,3455,TI,Adulto
Pedro,24,6096,TI,Jovem
Ana,43,6687,Financeiro,Sênior
João,26,9269,Financeiro,Jovem
Pedro,22,3349,RH,Jovem
Pedro,53,9239,TI,Sênior
Maria,49,3880,Financeiro,Sênior
Pedro,48,7156,TI,Sênior
Pedro,42,5799,RH,Sênior
Ana,60,9383,TI,Sênior
João,34,5208,Financeiro,Adulto
João,39,7624,RH,Adulto
Ana,51,7768,Financeiro,Sênior
Carlos,41,9894,TI,Sênior
Carlos,39,2969,TI,Adulto
Ana,26,6840,RH,Jovem
Maria,46,5997,RH,Sênior
Maria,30,8091,TI,Adulto
Carlos,23,9939,RH,Jovem
João,49,2725,RH,Sênior
Maria,43,7589,RH,Sênior
Maria,29,4114,Financeiro,Jovem
Maria,29,4180,RH,Jovem
Ana,32,7488,RH,Adulto
João,51,3041,Financeiro,Sênior
Ana,46,4203,RH,Sênior
Maria,41,5249,Financeiro,Sênior
Pedro,44,9043,Financeiro,Sênior
Pedro,22,8403,Financeiro,Jovem
Pedro,60,7938,TI,Sênior
Pedro,53,4599,RH,Sênior
Carlos,50,3142,RH,Sênior
Maria,59,7009,RH,Sênior
Pedro,59,6987,TI,Sênior
Pedro,32,6919,TI,Adulto
Maria,41,8982,RH,Sênior
Ana,39,9485,Financeiro,Adulto
João,36,3945,RH,Adulto
Ana,60,4628,Financeiro,Sênior
Ana,55,7084,RH,Sênior
João,43,4846,RH,Sênior
Carlos,28,3738,TI,Jovem
Carlos,50,8046,RH,Sênior
Carlos,48,7527,TI,Sênior
Ana,57,7523,TI,Sênior
Carlos,44,4206,RH,Sênior
João,34,7548,Financeiro,Adulto
Carlos,55,9114,RH,Sênior
Carlos,59,6468,TI,Sênior
Ana,43,4647,Financeiro,Sênior
Maria,51,4049,TI,Sênior
Maria,52,9655,TI,Sênior
Maria,23,3009,RH,Jovem
Carlos,30,8790,Financeiro,Adulto
João,41,3186,RH,Sênior
Ana,45,5170,RH,Sênior
Pedro,21,8458,RH,Jovem
João,38,9422,Financeiro,Adulto
Carlos,31,6986,TI,Adulto
Carlos,56,7799,Financeiro,Sênior
Pedro,36,4429,Financeiro,Adulto
Maria,45,9483,RH,Sênior
Ana,40,4120,Financeiro,Sênior
João,32,4489,TI,Adulto
Maria,26,4182,Financeiro,Jovem
Maria,30,5393,TI,Adulto
Ana,57,6496,RH,Sênior
Pedro,55,9489,RH,Sênior
Carlos,38,7965,RH,Adulto
João,28,3847,RH,Jovem
João,34,4098,RH,Adulto
Ana,53,9203,RH,Sênior
Pedro,28,5912,Financeiro,Jovem
Ana,60,6326,Financeiro,Sênior
João,35,5016,RH,Adulto
Maria,36,9431,TI,Adulto
Ana,34,2506,TI,Adulto
Pedro,34,9921,TI,Adulto
Carlos,50,4001,TI,Sênior
Ana,33,3733,RH,Adulto
Ana,30,3529,RH,Adulto
Carlos,48,7577,RH,Sênior
Ana,49,8481,RH,Sênior
Maria,55,9820,Financeiro,Sênior
Ana,21,3135,TI,Jovem
Maria,41,9854,RH,Sênior
Maria,44,6745,TI,Sênior
Ana,43,3891,TI,Sênior
Maria,58,4573,TI,Sênior
Ana,46,3716,Financeiro,Sênior
Ana,50,4147,RH,Sênior
Maria,40,2501,TI,Sênior
Pedro,46,3359,RH,Sênior
João,58,3161,TI,Sênior
Maria,24,2917,Financeiro,Jovem
Carlos,49,5847,TI,Sênior
Ana,22,3302,TI,Jovem
Ana,49,9040,RH,Sênior
João,41,7595,RH,Sênior
Carlos,58,8294,TI,Sênior
Ana,23,9320,RH,Jovem
Carlos,57,3229,TI,Sênior
João,29,4778,RH,Jovem
João,33,8827,RH,Adulto
Ana,46,6310,RH,Sênior
Ana,39,4384,RH,Adulto
João,53,8396,RH,Sênior
Carlos,46,7898,TI,Sênior
Pedro,33,3223,RH,Adulto
Pedro,24,9033,RH,Jovem
João,50,9211,Financeiro,Sênior
Carlos,39,8591,RH,Adulto
Ana,40,5181,TI,Sênior
Ana,44,5642,TI,Sênior
Maria,58,3875,RH,Sênior
Pedro,42,5354,TI,Sênior
Carlos,34,6724,TI,Adulto
Maria,31,6052,RH,Adulto
Pedro,20,8136,TI,Jovem
Pedro,54,4349,RH,Sênior
Pedro,36,4146,TI,Adulto
Pedro,58,6877,Financeiro,Sênior
Maria,48,9107,TI,Sênior
Pedro,26,3811,RH,Jovem
Pedro,42,9096,RH,Sênior
Pedro,23,4551,RH,Jovem
João,48,6145,RH,Sênior
Ana,57,8413,TI,Sênior
Carlos,27,9646,TI,Jovem
João,59,4023,RH,Sênior
João,47,8209,TI,Sênior
João,22,7114,TI,Jovem
Maria,26,7482,RH,Jovem
Carlos,47,3784,TI,Sênior
Ana,55,2821,RH,Sênior
Carlos,23,3545,TI,Jovem
Pedro,28,9392,TI,Jovem
Maria,39,8001,TI,Adulto
Pedro,46,3724,TI,Sênior
João,39,6949,Financeiro,Adulto
João,59,7488,RH,Sênior
Pedro,29,9780,Financeiro,Jovem
Ana,44,2554,Financeiro,Sênior
Pedro,53,6856,TI,Sênior
Carlos,35,3706,RH,Adulto
Maria,52,3180,TI,Sênior
Carlos,22,7326,RH,Jovem
Pedro,37,7723,RH,Adulto
Carlos,48,5536,Financeiro,Sênior
Carlos,44,2660,TI,Sênior
Carlos,31,5477,Financeiro,Adulto
Pedro,32,7605,TI,Adulto
João,34,4843,RH,Adulto
Maria,52,6646,RH,Sênior
Ana,46,7512,RH,Sênior
Ana,27,6036,RH,Jovem
Carlos,31,2526,Financeiro,Adulto
João,37,9294,RH,Adulto
Pedro,41,8108,Financeiro,Sênior
Maria,31,3117,RH,Adulto
Carlos,54,8905,RH,Sênior
Maria,28,6835,Financeiro,Jovem
Maria,35,3452,Financeiro,Adulto
Maria,42,9081,Financeiro,Sênior
Maria,36,9137,RH,Adulto
Maria,43,7486,RH,Sênior
Maria,38,7217,Financeiro,Adulto
João,59,3726,Financeiro,Sênior
Carlos,50,5012,TI,Sênior
João,22,6928,TI,Jovem
Carlos,31,4619,RH,Adulto
Carlos,23,7165,RH,Jovem
Carlos,20,9585,TI,Jovem
Pedro,36,9826,RH,Adulto
Carlos,47,6297,RH,Sênior
Carlos,35,2630,TI,Adulto
Pedro,32,9508,TI,Adulto
Carlos,27,5833,RH,Jovem
João,54,2673,RH,Sênior
Ana,56,9607,RH,Sênior
Carlos,37,3180,RH,Adulto
Carlos,42,8165,Financeiro,Sênior
João,55,9964,Financeiro,Sênior
Ana,59,3012,TI,Sênior
Ana,49,4694,TI,Sênior
Maria,32,9991,Financeiro,Adulto
Maria,29,6110,RH,Jovem
Ana,24,6953,RH,Jovem
Ana,20,8228,TI,Jovem
Pedro,29,9577,TI,Jovem
Carlos,55,9221,Financeiro,Sênior
Maria,57,7646,TI,Sênior
Pedro,58,8256,TI,Sênior
Maria,54,8804,RH,Sênior
Ana,56,5325,RH,Sênior
João,27,9651,RH,Jovem
Ana,52,9863,RH,Sênior
Maria,22,9765,TI,Jovem
Carlos,47,7709,RH,Sênior
Ana,50,8967,RH,Sênior
Pedro,37,8166,TI,Adulto
Carlos,32,2772,RH,Adulto
João,26,3141,TI,Jovem
Ana,23,6245,RH,Jovem
João,40,9680,RH,Sênior
Carlos,22,6590,TI,Jovem
João,48,6670,Financeiro,Sênior
João,39,3367,TI,Adulto
Carlos,46,4918,RH,Sênior
Carlos,31,8754,TI,Adulto
Ana,29,9337,TI,Jovem
Carlos,41,8992,TI,Sênior
Carlos,60,3298,TI,Sênior
Pedro,21,2937,TI,Jovem
Carlos,24,2952,RH,Jovem
Carlos,35,9842,RH,Adulto
Maria,56,8951,RH,Sênior
Carlos,41,5127,TI,Sênior
Carlos,29,3075,Financeiro,Jovem
Pedro,57,8541,RH,Sênior
Carlos,47,5495,RH,Sênior
Maria,20,3619,TI,Jovem
João,54,9533,RH,Sênior
Maria,58,5187,RH,Sênior
Carlos,59,9849,RH,Sênior
Pedro,40,9520,RH,Sênior
Ana,50,5250,RH,Sênior
Pedro,26,2518,Financeiro,Jovem
Ana,57,3430,Financeiro,Sênior
João,50,6319,RH,Sênior
João,23,6609,Financeiro,Jovem
Pedro,54,9794,Financeiro,Sênior
João,20,7683,Financeiro,Jovem
Pedro,60,7043,RH,Sênior
João,20,4851,RH,Jovem
Maria,53,2546,TI,Sênior
João,27,5184,RH,Jovem
Pedro,21,4543,Financeiro,Jovem
Pedro,33,9484,Financeiro,Adulto
Pedro,51,3172,RH,Sênior
Pedro,50,7121,Financeiro,Sênior
João,35,5827,Financeiro,Adulto
Maria,21,3332,RH,Jovem
Ana,52,8108,RH,Sênior
Carlos,52,6186,RH,Sênior
Ana,21,5542,RH,Jovem
Carlos,38,3108,TI,Adulto
Maria,43,3379,RH,Sênior
Pedro,38,3828,RH,Adulto
Pedro,25,3642,TI,Jovem
João,46,7220,TI,Sênior
Ana,43,8212,RH,Sênior
João,44,3195,TI,Sênior
Maria,20,2903,RH,Jovem
João,60,9399,TI,Sênior
João,24,3973,TI,Jovem
Maria,48,9623,RH,Sênior
Carlos,41,3255,RH,Sênior
Carlos,49,7536,TI,Sênior
Maria,31,4819,RH,Adulto
Pedro,59,7380,Financeiro,Sênior
João,43,7661,TI,Sênior
João,20,7544,Financeiro,Jovem
Maria,22,5771,TI,Jovem
Maria,56,8822,RH,Sênior
Maria,50,3300,Financeiro,Sênior
Maria,31,3289,RH,Adulto
